"datetime","NLL","iota","R","GPP","DO0","convergence","sd_iota","sd_R","sd_GPP","GPP.weighted","R.weighted","thermo.depth","GPP.weighted.areal","R.weighted.areal"
2011-09-21,"-231.6931049",3.022825221,0.676684757,0.491817862,9.332455093,0,0.295293696,0.062024863,0.048044694,NA,NA,5,NA,NA
2012-05-23,"Error in FUN(X[[i]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65483102610388,NA,NA
2012-05-24,"-339.531718",0.993411753,0.454850087,0.434948089,8.778621298,0,0.084115991,0.045702143,0.036828726,NA,NA,2.74985749584627,NA,NA
2012-05-25,"-323.630158",1.084619296,0.379764481,0.698235723,8.576130769,0,0.073079593,0.061009969,0.0470458,NA,NA,2.85876143576114,NA,NA
2012-05-26,"-251.6340329",1.956883079,0.5129055,0.687270927,8.759228809,0,0.269315033,0.113902646,0.09458531,NA,NA,2.95825940695042,NA,NA
2012-05-27,"-258.9332254",0.861619263,0.052266204,0.385271258,8.732627779,0,0.099785662,0.06053291,0.044618951,NA,NA,3.00621051037967,NA,NA
2012-05-28,"-277.3345401",1.320479958,0.424868493,0.721153536,8.730463021,0,0.089211711,0.063701225,0.048721179,0.585212925809342,0.472633162568838,3.11251187315862,1821.48217990747,1471.07633014402
2012-05-29,"-325.3011976",1.290495068,0.422383696,0.519124942,8.647742532,0,0.118304387,0.062359604,0.047590076,0.592732050717761,0.472070175707065,3.31603023823881,1965.5174033534,1565.39897721534
2012-05-30,"-260.7597337",1.793264588,0.875369834,0.589555659,8.498828488,0,0.309917451,0.131740909,0.101888806,0.558280553261608,0.482440977043574,3.43402777777778,1917.15092769351,1656.71571630589
2012-05-31,"-272.7800688",0.944441861,0.341808322,0.648059608,8.369650778,0,0.095005688,0.085894668,0.065191254,0.531778337927925,0.467975151040385,3.5,1861.22418274774,1637.91302864135
2012-06-01,"-248.0959207",0.706497899,0.361971637,0.48868705,8.629971666,0,0.079383442,0.071551047,0.054909802,0.531041783375785,0.457873219623922,3.5,1858.64624181525,1602.55626868373
2012-06-02,"-253.2460087",0.775561815,0.434029857,0.401072098,8.618929822,0,0.127593137,0.082590726,0.065983196,0.497907433198529,0.472752819262704,3.5,1742.67601619485,1654.63486741946
